#name	chrom	strand	txStart	txEnd	exonCount	exonStarts	exonEnds	score	name2
NM_181524.2	chr5	+	68288518	68301821	10	68288518,68292258,68293100,68293302,68293708,68294535,68295147,68295419,68296170,68297411,	68288751,68292361,68293199,68293483,68293834,68294678,68295324,68295488,68296341,68301821,	0	PIK3R1
NR_149149.2	chr5	+	171387848	171410900	10	171387848,171390050,171391304,171391705,171392709,171400152,171400838,171405301,171407699,171410526,	171388006,171390130,171391424,171391799,171392753,171400210,171400925,171405403,171407774,171410900,	0	NPM1
NR_149150.2	chr5	-	150152338	150155845	2	150152338,150155396,	150153957,150155845,	0	PDGFRB
NR_149162.3	chr5	-	1253166	1295068	13	1253166,1254367,1255286,1258597,1260473,1266463,1268519,1278640,1279290,1280157,1282428,1293312,1294770,	1253831,1254505,1255411,1258659,1260600,1266535,1268633,1278796,1279470,1280338,1282624,1294666,1295068,	0	TERT
NR_149163.3	chr5	-	1253166	1295068	13	1253166,1254367,1255286,1258597,1260473,1266463,1268519,1278640,1279290,1280157,1282428,1293312,1294770,	1253831,1254505,1255411,1258659,1260600,1266535,1268633,1278760,1279470,1280338,1282624,1294666,1295068,	0	TERT
XM_017009585.3	chr5	+	68216022	68301821	16	68216022,68226289,68273389,68273938,68279601,68280527,68280926,68292258,68293100,68293302,68293708,68294535,68295147,68295419,68296170,68297411,	68217045,68227009,68273482,68274013,68279733,68280729,68281006,68292361,68293199,68293483,68293834,68294678,68295324,68295488,68296341,68301821,	0	PIK3R1
XM_005248542.4	chr5	+	68215755	68301821	16	68215755,68226289,68273389,68273938,68279601,68280527,68280926,68292258,68293100,68293302,68293708,68294535,68295147,68295419,68296170,68297411,	68215953,68227009,68273482,68274013,68279733,68280729,68281006,68292361,68293199,68293483,68293834,68294678,68295324,68295488,68296341,68301821,	0	PIK3R1
XR_007059386.1	chr6	-	149680409	149718101	6	149680409,149681460,149683078,149695073,149701778,149717848,	149680457,149681523,149684592,149695221,149702266,149718101,	0	LATS1
XM_017011104.2	chr6	+	156777377	157210779	22	156777377,156829226,156871613,156901375,156935465,157036834,157084661,157110471,157133027,157148623,157167039,157174007,157174846,157180968,157184230,157189641,157190037,157196164,157198810,157200704,157203865,157206166,	156779471,156829421,156871652,156901525,156935576,157036876,157084905,157110561,157133207,157148951,157167185,157174117,157175005,157181178,157184435,157189780,157190210,157196315,157198907,157201488,157203996,157210779,	0	ARID1B
XM_017011105.3	chr6	+	156777377	157210779	22	156777377,156829226,156871613,156901375,156935465,157036834,157084661,157110471,157133027,157148623,157150724,157167039,157174007,157180968,157184230,157189641,157190037,157196164,157198810,157200704,157203865,157206166,	156779471,156829421,156871652,156901525,156935576,157036876,157084905,157110561,157133207,157148951,157150853,157167185,157174117,157181178,157184435,157189780,157190210,157196315,157198907,157201488,157203996,157210779,	0	ARID1B
XM_017011106.3	chr6	+	156777377	157210779	21	156777377,156829226,156871613,156901375,156935465,157036834,157084661,157110471,157133027,157148623,157167039,157174007,157180968,157184230,157189641,157190037,157196164,157198810,157200704,157203865,157206166,	156779471,156829421,156871652,156901525,156935576,157036876,157084905,157110561,157133207,157148951,157167185,157174117,157181178,157184435,157189780,157190210,157196315,157198907,157201488,157203996,157210779,	0	ARID1B
XM_017011107.3	chr6	+	156777377	157210779	21	156777377,156829226,156871613,156901375,156935465,157036834,157084661,157110471,157148623,157167039,157174007,157174846,157180968,157184230,157189641,157190037,157196164,157198810,157200704,157203865,157206166,	156779471,156829421,156871652,156901525,156935576,157036876,157084905,157110561,157148951,157167185,157174117,157175005,157181178,157184435,157189780,157190210,157196315,157198907,157201488,157203996,157210779,	0	ARID1B
XM_017011187.2	chr6	+	106046662	106109938	7	106046662,106088200,106095614,106099299,106104824,106106370,106106910,	106046791,106088449,106095734,106099552,106105933,106106499,106109938,	0	PRDM1
NM_000125.4	chr6	+	151807681	152103274	8	151807681,151842596,151880654,151944172,152011655,152060990,152094384,152098731,	151808364,151842787,151880771,151944508,152011794,152061124,152094568,152103274,	0	ESR1
XM_011535543.3	chr6	+	151690526	152103274	11	151690526,151701874,151757479,151807842,151842596,151880654,151944172,152011655,152060990,152094384,152098731,	151690664,151702005,151757593,151808364,151842787,151880771,151944508,152011794,152061124,152094568,152103274,	0	ESR1
XM_011535545.3	chr6	+	151791514	152103274	9	151791514,151807842,151842596,151880654,151944172,152011655,152060990,152094384,152098731,	151791712,151808364,151842787,151880771,151944508,152011794,152061124,152094568,152103274,	0	ESR1
XM_011535547.3	chr6	+	151690526	152085230	9	151690526,151701874,151807842,151842596,151880654,151944172,152011655,152060990,152078791,	151690664,151702005,151808364,151842787,151880771,151944508,152011794,152061124,152085230,	0	ESR1
XM_011535549.3	chr6	+	151933671	152103274	6	151933671,151944172,152011655,152060990,152094384,152098731,	151936217,151944508,152011794,152061124,152094568,152103274,	0	ESR1
NM_004690.4	chr6	-	149658152	149718101	8	149658152,149676259,149676554,149679874,149683078,149695073,149701778,149717848,	149662238,149676366,149676737,149680457,149684592,149695221,149702266,149718101,	0	LATS1
NM_001363725.2	chr6	+	157036426	157210779	18	157036426,157036834,157084661,157110471,157133027,157148623,157167039,157174007,157174846,157180968,157184230,157189641,157190037,157196164,157198810,157200704,157203865,157206166,	157036521,157036876,157084905,157110561,157133207,157148951,157167185,157174117,157175005,157181178,157184435,157189780,157190210,157196315,157198907,157201488,157203996,157210779,	0	ARID1B
NM_014641.3	chr6	-	30699806	30717281	15	30699806,30702552,30702751,30703103,30703417,30703620,30707383,30707565,30711411,30711666,30711873,30713647,30713802,30715039,30717244,	30700632,30702663,30702877,30703286,30703537,30706098,30707454,30708357,30711504,30711726,30713354,30713717,30714183,30715178,30717281,	0	MDC1
XM_017011474.2	chr6	-	149658152	149718101	9	149658152,149669021,149676259,149676554,149679874,149683078,149695073,149701778,149717848,	149662238,149669120,149676366,149676737,149680457,149684592,149695221,149702266,149718101,	0	LATS1
XM_017011477.2	chr6	-	149663473	149718101	9	149663473,149669021,149676259,149676554,149679874,149683078,149695073,149701778,149717848,	149664642,149669120,149676366,149676737,149680457,149684592,149695221,149702266,149718101,	0	LATS1
XM_017011479.2	chr6	-	149663191	149718101	8	149663191,149676259,149676554,149679874,149683078,149695073,149701778,149717848,	149663315,149676366,149676737,149680457,149684592,149695221,149702266,149718101,	0	LATS1
XM_017011522.3	chr6	-	30699806	30717281	15	30699806,30702552,30702751,30703103,30703417,30703620,30707383,30711411,30711666,30711873,30713647,30713802,30715039,30716881,30717244,	30700632,30702663,30702877,30703286,30703537,30706098,30707454,30711501,30711726,30713354,30713717,30714183,30715178,30717083,30717281,	0	MDC1
NM_001270519.2	chr6	-	149682913	149718101	4	149682913,149695073,149701778,149717848,	149684592,149695221,149702266,149718101,	0	LATS1
XM_011536062.4	chr6	+	106087753	106109938	7	106087753,106088200,106095614,106099299,106104824,106106370,106106910,	106087930,106088449,106095734,106099552,106105933,106106499,106109938,	0	PRDM1
XM_011536064.4	chr6	+	106098088	106109938	5	106098088,106099299,106104824,106106370,106106910,	106098213,106099552,106105933,106106499,106109938,	0	PRDM1
NM_182907.3	chr6	+	106098940	106109938	5	106098940,106099299,106104824,106106370,106106910,	106099094,106099552,106105933,106106499,106109938,	0	PRDM1
XM_011535984.3	chr6	+	156777377	157210779	23	156777377,156829226,156871613,156901375,156935465,157036834,157084661,157110471,157133027,157148623,157150724,157167039,157174007,157174846,157180968,157184230,157189641,157190037,157196164,157198810,157200704,157203865,157206166,	156779471,156829421,156871652,156901525,156935576,157036876,157084905,157110561,157133207,157148951,157150853,157167185,157174117,157175005,157181178,157184435,157189780,157190210,157196315,157198907,157201488,157203996,157210779,	0	ARID1B
XM_011535988.4	chr6	+	157133134	157210779	13	157133134,157167039,157174007,157174846,157180968,157184230,157189641,157190037,157196164,157198810,157200704,157203865,157206166,	157133207,157167185,157174117,157175005,157181178,157184435,157189780,157190210,157196315,157198907,157201488,157203996,157210779,	0	ARID1B
XM_005249492.3	chr6	-	30699806	30717281	15	30699806,30702552,30702751,30703103,30703417,30703620,30707383,30707565,30711411,30711666,30711873,30713647,30713802,30715039,30716881,	30700632,30702663,30702877,30703286,30703537,30706098,30707454,30708357,30711504,30711726,30713354,30713717,30714183,30715178,30717281,	0	MDC1
XM_005249494.6	chr6	-	30699806	30717281	15	30699806,30702552,30702751,30703103,30703417,30703620,30707383,30707565,30711411,30711666,30711873,30713647,30713802,30715039,30717248,	30700632,30702663,30702877,30703286,30703537,30706098,30707454,30708357,30711504,30711726,30713354,30713717,30714183,30715178,30717281,	0	MDC1
XM_005249497.5	chr6	-	30699806	30717281	15	30699806,30702552,30702751,30703103,30703417,30703620,30707383,30708135,30711411,30711666,30711873,30713647,30713802,30715039,30716881,	30700632,30702663,30702877,30703286,30703537,30706098,30707454,30708357,30711504,30711726,30713354,30713717,30714183,30715178,30717281,	0	MDC1
XM_005249498.5	chr6	-	30699806	30717281	14	30699806,30702552,30702751,30703103,30703417,30703620,30707383,30711411,30711666,30711873,30713647,30713802,30715039,30716881,	30700632,30702663,30702877,30703286,30703537,30706098,30707454,30711504,30711726,30713354,30713717,30714183,30715178,30717281,	0	MDC1
XM_011536252.3	chr6	-	149663191	149718101	8	149663191,149676259,149676554,149679874,149683078,149695073,149701778,149717848,	149664642,149676366,149676737,149680457,149684592,149695221,149702266,149718101,	0	LATS1
NM_001122740.2	chr6	+	151807195	152103274	9	151807195,151807842,151842596,151880654,151944172,152011655,152060990,152094384,152098731,	151807509,151808364,151842787,151880771,151944508,152011794,152061124,152094568,152103274,	0	ESR1
NM_001122741.2	chr6	+	151805704	152103274	9	151805704,151807842,151842596,151880654,151944172,152011655,152060990,152094384,152098731,	151805820,151808364,151842787,151880771,151944508,152011794,152061124,152094568,152103274,	0	ESR1
NM_001122742.2	chr6	+	151690526	152103274	10	151690526,151701874,151807842,151842596,151880654,151944172,152011655,152060990,152094384,152098731,	151690664,151702005,151808364,151842787,151880771,151944508,152011794,152061124,152094568,152103274,	0	ESR1
NM_001198.4	chr6	+	106086335	106109938	7	106086335,106088200,106095614,106099299,106104824,106106370,106106910,	106086595,106088449,106095734,106099552,106105933,106106499,106109938,	0	PRDM1
NM_001350340.2	chr6	-	149658152	149718101	9	149658152,149676259,149676554,149679874,149683078,149695073,149697091,149701778,149717848,	149662238,149676366,149676737,149680457,149684592,149695221,149697186,149702266,149718101,	0	LATS1
NM_001350339.2	chr6	-	149658152	149718101	10	149658152,149669021,149676259,149676554,149679874,149683078,149695073,149697091,149701778,149717848,	149662238,149669120,149676366,149676737,149680457,149684592,149695221,149697186,149702266,149718101,	0	LATS1
XM_047418290.1	chr6	+	151656671	152103274	10	151656671,151701874,151807842,151842596,151880654,151944172,152011655,152060990,152094384,152098731,	151666448,151702005,151808364,151842787,151880771,151944508,152011794,152061124,152094568,152103274,	0	ESR1
XM_047418289.1	chr6	+	151807438	152103274	9	151807438,151807842,151842596,151880654,151944172,152011655,152060990,152094384,152098731,	151807624,151808364,151842787,151880771,151944508,152011794,152061124,152094568,152103274,	0	ESR1
XM_047418291.1	chr6	+	151805704	152085230	8	151805704,151807842,151842596,151880654,151944172,152011655,152060990,152078791,	151805820,151808364,151842787,151880771,151944508,152011794,152061124,152085230,	0	ESR1
XM_047418292.1	chr6	+	151807195	152085230	8	151807195,151807842,151842596,151880654,151944172,152011655,152060990,152078791,	151807509,151808364,151842787,151880771,151944508,152011794,152061124,152085230,	0	ESR1
XM_047418293.1	chr6	+	151807195	152085230	8	151807195,151807842,151842596,151880654,151944172,152011655,152060990,152078791,	151807504,151808364,151842787,151880771,151944508,152011794,152061124,152085230,	0	ESR1
XM_047418294.1	chr6	+	151807438	152085230	8	151807438,151807842,151842596,151880654,151944172,152011655,152060990,152078791,	151807624,151808364,151842787,151880771,151944508,152011794,152061124,152085230,	0	ESR1
XM_047418295.1	chr6	+	151690526	152103274	9	151690526,151701874,151807842,151842596,151880654,151944172,152011655,152060990,152098731,	151690668,151702005,151808364,151842787,151880771,151944508,152011794,152061124,152103274,	0	ESR1
XM_047418296.1	chr6	+	151807195	152103274	8	151807195,151807842,151842596,151880654,151944172,152011655,152060990,152098731,	151807509,151808364,151842787,151880771,151944508,152011794,152061124,152103274,	0	ESR1
XM_047418297.1	chr6	+	151690526	152061124	7	151690526,151701874,151807842,151842596,151880654,151944172,152060990,	151690664,151702005,151808364,151842787,151880771,151944508,152061124,	0	ESR1
XM_047418298.1	chr6	+	151807681	152061124	5	151807681,151842596,151880654,151944172,152060990,	151808364,151842787,151880771,151944508,152061124,	0	ESR1
XM_047418299.1	chr6	+	151807195	152061124	6	151807195,151807842,151842596,151880654,151944172,152060990,	151807509,151808364,151842787,151880771,151944508,152061124,	0	ESR1
NM_001350392.2	chr6	-	149658152	149718101	7	149658152,149676259,149676554,149679874,149683078,149701778,149717848,	149662238,149676366,149676737,149680457,149684592,149702266,149718101,	0	LATS1
NM_001438482.1	chr6	+	156777377	157210779	21	156777377,156829226,156901375,156935465,157084661,157110471,157133027,157148623,157150724,157167039,157174007,157174846,157180968,157184230,157189641,157190037,157196164,157198810,157200704,157203865,157206166,	156779471,156829421,156901525,156935576,157084905,157110561,157133207,157148951,157150853,157167185,157174117,157175005,157181178,157184435,157189780,157190210,157196315,157198907,157201488,157203996,157210779,	0	ARID1B
